Page Name,User Name,Facebook Id,Likes at Posting,Created,Type,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Total Interactions,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,447956,2020-08-18 19:15:02 EDT,Photo,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157568760272843,"Segundo día de la Convención Demócrata. Entre los oradores principales estarán los expresidentes Bill Clinton y Jimmy Carter. Asimismo se expresará Jill Biden, esposa del candidato presidencial Joe Biden. #Destino2020",https://www.facebook.com/politicaya/photos/a.992382204187480/3291190950973249/?type=3,,"CONVENCIÓN DEMÓCRATA 2020 Martes 18 de agosto de 2020 *** Jill Biden, esposa del candidato presidencial Joe Biden, concentrará su mensaje en educación. Otro punto de enfoque será la necesidad de unir el país en medio de tanta división. Se presentará el expresidente Jimmy Carter. Su discurso se centrará en el carácter del candidato presidencial, recalcará la necesidad de alguien que se comprometa con lo mejor para los estadounidenses. ជជជំ El expresidente Bill Clinton responsabiliza a la Casa Blanca. ""El Despacho Oval debería ser un centro de mando. En cambio, es un centro de tormentas"". DESTINO 2020 politicalya",Política Ya,"Segundo día de la Convención Demócrata. Entre los oradores principales estarán los expresidentes Bill Clinton y Jimmy Carter. Asimismo se expresará Jill Biden, esposa del candidato presidencial Joe Biden. #Destino2020",,,2,2
NoticiasYa Colorado,noticiasunivisioncolorado,136000442842,447902,2020-08-17 07:00:07 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/noticiasunivisioncolorado/posts/10157565338712843,"""No sólo era mi hermano, era mi mejor amigo”, dijo Trump en la noche del sábado, tras el fallecimiento de su hermano.",http://noticiasya.com/2020/08/16/trump-anuncia-la-muerte-de-su-hermano-y-biden-ofrece-sus-condolencias/,https://noticiasya.com/2020/08/16/trump-anuncia-la-muerte-de-su-hermano-y-biden-ofrece-sus-condolencias/,,Trump anuncia la muerte de su hermano y Biden ofrece sus condolencias,-,,,2,2
Univision 32,Univision32,539147046157704,83049,2020-08-20 13:19:34 EDT,Link,0,1,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Univision32/posts/4240284052710633,"Gabby Giffords formó parte de la conversación en contra la violencia armada, nominando así a Joe Biden como el candidato oficial del partido. Te compartimos su historia completa. ⬇️ #DemConvention #Destino2020",https://www.univision.com/local/arizona-ktvw/elecciones-estados-unidos-2020/votar-votar-votar-el-llamado-de-la-excongresista-gabrielle-giffords-durante-su-discurso-en-la-convencion-democrata?0446&utm_campaign=Univision+32&utm_medium=social&utm_source=facebook,,,"¡Votar! ¡Votar! ¡Votar!, el llamado de la excongresista Gabrielle Giffords durante su discurso en la Convención Demócrata","En una noche donde la lucha contra la violencia armada tuvo un lugar central, Giffords se unió a la sobreviviente del tiroteo de Parkland Emma González y a DeAndra Dycus, madre de un adolescente que quedó paralizado después de recibir una bala perdida cuando tenía 13 años.",,,2,2
Univision 32,Univision32,539147046157704,83049,2020-08-20 13:02:56 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/Univision32/posts/4240222266050145,"Los demócratas nominaron formalmente a Kamala Harris como la vicepresidenta que acompañará a Joe Biden, convirtiéndose en la primera mujer negra en ocupar esa posición. #DemConvention #Destino2020",https://bit.ly/2Fyb7i3,"https://www.univision.com/local/nueva-york-wxtv/elecciones-estados-unidos-2020/asi-transcurrio-la-tercera-noche-de-la-convencion-nacional-democrata-donde-se-nomino-a-kamala-harris-como-vicepresidenta?utm_campaign=Conexi%C3%B3n+California,Edici%C3%B3n+Digital+Puerto+Rico,Noticias+23,Noticias+45+Houston,Noticias+Univision+21+Fresno,Univision+14,Univision+19,Univision+32,Univision+34+Atlanta,Univision+34+Los+Angeles,Univision+39+Bakersfield,Univision+40+North+Carolina,Univision+62,Univision+65+Philadelphia,Univision+Arizona,Univision+Chicago,Univision+Miami,Univision+Nueva+York,Univision+Puerto+Rico,Univision+San+Antonio&utm_medium=social&utm_source=facebook",,Así transcurrió la tercera noche de la Convención Nacional Demócrata donde se nominó a Kamala Harris como vicepresidenta,La excandidata presidencial Hillary Clinton y el cantante de El Bronx Prince Royce fueron parte de las figuras que participaron en la tercera noche de la Convención Nacional Demócrata.,,,2,2
Univision 32,Univision32,539147046157704,83033,2020-08-17 20:35:28 EDT,Native Video,1,0,1,0,0,0,0,0,0,share,848,88368,0,00:29:50,https://www.facebook.com/Univision32/posts/4227142320691473,🔹 Programa especial - Politiqueando: Convención Nacional Demócrata. 📌 El Partido Demócrata empieza su reunión para nominar a Joe Biden y Kamala Harris como sus abanderados para obtener la Casa Blanca. #Destino2020 #DemConvention,https://www.facebook.com/univisionnoticias/videos/356281145371174/,,,Univision Noticias,"🔹 Programa especial - Politiqueando: Convención Nacional Demócrata. 

📌 El Partido Demócrata empieza su reunión para nominar a Joe Biden y Kamala Harris como sus abanderados para obtener la Casa Blanca. #Destino2020",,,2,2
Univision Arizona,UnivisionArizona,166182736740984,124445,2020-10-14 09:44:30 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/UnivisionArizona/posts/5305609676131572,"Si bien casi toda la tensión de las elecciones de noviembre está puesta en la pelea Trump contra Biden, el poderoso Senado, ahora controlado por los republicanos, podría cambiar de manos si los números se dan a favor de los demócratas en 8 estados en particular.",https://www.univision.com/noticias/elecciones-en-eeuu-2020/las-8-contiendas-del-senado-que-amenazan-el-liderazgo-republicano,,,Las 8 contiendas del Senado que amenazan al liderazgo republicano,"Si bien casi toda la tensión de las elecciones de noviembre está puesta en la pelea Trump contra Biden, el poderoso Senado, ahora controlado por los republicanos, podría cambiar de manos si los números se dan a favor de los demócratas en 8 estados en particular.",,,2,2
Univision Arizona,UnivisionArizona,166182736740984,124398,2020-10-07 20:30:45 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/UnivisionArizona/posts/5271723409520199,"Coronavirus y economía: dos de los temas que más preocupan, y que simpatizantes demócratas y republicanos abordaron para Univision Noticias antes del debate vicepresidencial. #Destino2020 #VPDebate",https://www.univision.com/local/miami-wltv/elecciones-estados-unidos-2020/que-se-puede-esperar-del-debate-entre-kamala-harris-y-mike-pence?utm_campaign=Univision+Arizona&utm_medium=social&utm_source=facebook,,,¿Qué se puede esperar del debate entre Kamala Harris y Mike Pence?,"Coronavirus y economía: dos de los temas que preocupan a los habitantes de Florida y California, y que simpatizantes demócratas y republicanos abordaron para Univision Noticias antes del debate vicepresidencial.",,,2,2
Univision Arizona,UnivisionArizona,166182736740984,124388,2020-10-07 14:54:24 EDT,Native Video,2,0,0,0,0,0,0,0,0,original,342,342,0,00:02:06,https://www.facebook.com/UnivisionArizona/posts/5270535696305637,"El enfrentamiento entre la senadora Kamala Harris y el vicepresidente Mike Pence promete ser un debate histórico. Ambos candidatos estarán al menos a 12 pies de distancia y separados por acrílicos de plexiglás. Ambos han dado, por ahora, negativo al coronavirus. #Destino2020 #VPDebate",https://www.facebook.com/UnivisionArizona/videos/373628557108040/,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FUnivisionArizona%2Fvideos%2F373628557108040%2F,,#Destino2020,,,,2,2
Univision Arizona,UnivisionArizona,166182736740984,123817,2020-09-04 18:50:09 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/UnivisionArizona/posts/5095038350522040,El sondeo de opinión del Latino Community Foundation revela que más de la mitad de los entrevistados dijo estar “extremadamente motivado y con entusiasmo” para votar. #Destino2020,https://www.univision.com/local/los-angeles-kmex/elecciones-estados-unidos-2020/hay-un-gran-interes-por-votar-entre-los-votantes-latinos-de-california-sondeo?utm_campaign=Univision+Arizona&utm_medium=social&utm_source=facebook,,,Hay un gran interés por votar entre los latinos de California: sondeo,La elección de noviembre despierta un entusiasmo importante entre los votantes latinos de California que confían en el voto por correo y favorecen al candidato demócrata Joe Biden.,,,2,2
Univision Arizona,UnivisionArizona,166182736740984,123029,2020-08-19 12:33:20 EDT,Link,1,0,0,0,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/UnivisionArizona/posts/5011147632244446,Demócratas del estado dijeron que las repetidas visitas a Arizona del presidente Trump han puesto a la población en riesgo ante la pandemia. Líderes del partido explicaron por qué Joe Biden no ha visitado el estado.,https://www.univision.com/local/arizona-ktvw/democratas-de-arizona-explican-por-que-joe-biden-no-ha-visitado-el-estado-video,,,Demócratas de Arizona explican por qué Joe Biden no ha visitado el estado,,,,2,2
EL SOL News,news.elsol,111535968879958,20503,2020-10-15 14:26:01 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/news.elsol/posts/3641472859219567,INFORME ESPECIAL Joe Biden con amplia ventaja sobre Trump entre los votantes latinos #ELSOLNews https://www.elsolnews.com/informe-especial-joe-biden-con-amplia-ventaja-sobre-trump-entre-los-votantes-latinos/,https://www.elsolnews.com/informe-especial-joe-biden-con-amplia-ventaja-sobre-trump-entre-los-votantes-latinos/,,,INFORME ESPECIAL Joe Biden con amplia ventaja sobre Trump entre los votantes latinos - EL SOL News,"En una encuesta, realizada entre el 30 de septiembre y el 5 de octubre Joe Biden, tiene el apoyo del 63% de los posibles votantes latinos, comparado con un 29%",,,2,2
EL SOL News,news.elsol,111535968879958,20513,2020-09-21 16:53:39 EDT,Link,1,0,0,1,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/news.elsol/posts/3567138989986288,Nueva encuesta: Los latinos prefieren a Joe Biden frente a Donald Trump y reprueban el mandato del presidente #ELSOLNews https://www.elsolnews.com/nueva-encuesta-los-latinos-prefieren-a-joe-biden-frente-a-donald-trump-y-reprueban-el-mandato-del-presidente/,https://www.elsolnews.com/nueva-encuesta-los-latinos-prefieren-a-joe-biden-frente-a-donald-trump-y-reprueban-el-mandato-del-presidente/,,,Nueva encuesta: Los latinos prefieren a Joe Biden frente a Donald Trump y reprueban el mandato del presidente - EL SOL News,El candidato demócrata mantiene una considerable ventaja sobre el mandatario en un sondeo realizado por tres medios masivos de los Estados Unidos WASHINGTON DC (EFE).- El 62% de votantes latinos,,,2,2
LaVoz,LaVozArizona,126226324691,18606,2020-10-07 18:24:40 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160209279674692,"Guardando la sana distancia, organizadores de la campaña #BidenHarris y líderes demócratas locales, realizaron un evento para impulsar el voto temprano en #Arizona",https://www.lavozarizona.com/story/inicio/2020/10/07/campana-joe-biden-kamala-harris-votacion-temprana-arizona/5916868002/,,,Líderes locales llaman a arizonenses a convertirse en 'Votantes de la Primera Semana',"Organizadores de la campaña Biden-Harris y líderes demócratas locales, realizaron un evento para impulsar el voto temprano en Arizona",,,2,2
LaVoz,LaVozArizona,126226324691,18609,2020-10-02 14:54:41 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160194095239692,"#JoeBiden y su compañera de fórmula, #KamalaHarris vienen a #Arizona para hacer campaña el jueves justo en el momento que comience la votación anticipada.",https://www.lavozarizona.com/story/inicio/2020/10/02/joe-biden-kamala-harris-visitaran-arizona-campana/3592233001/,,,Joe Biden y Kamala Harris vienen la próxima semana a Arizona,"El evento de campaña marcará la primera vez que Biden y Harris aparecen en persona en Arizona, como compañeros de fórmula",,,2,2
LaVoz,LaVozArizona,126226324691,18609,2020-10-01 20:30:42 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160191808059692,"Eugenio Derbez, Alesandra Nicole, Paola Mendoza, Ana Ortiz, Wilmer Valderrama, Juan Pablo Raba y Jonathan del Arco participarán en la serie #TeamJoeTalks"".",https://www.lavozarizona.com/story/entretenimiento/tvymas/2020/10/01/mas-famosos-latinos-se-unen-la-campana-de-joe-biden/5888230002/Eugenio,https://www.lavozarizona.com/story/entretenimiento/tvymas/2020/10/01/mas-famosos-latinos-se-unen-la-campana-de-joe-biden/5888230002/,,Más famosos latinos se unen a la campaña de Joe Biden,Un gran número de estrellas latinas como el actor Eugenio Derbez y la comediante Cristela Alonzo se suman hoy a la campaña de Joe Biden.,,,2,2
LaVoz,LaVozArizona,126226324691,18610,2020-09-30 04:00:26 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160187059659692,"""Tengo mascarilla, tengo una aquí mismo, pero no la uso como él, que cada vez que lo ves tiene una mascarilla"", dijo el presidente Trump a Joe Biden durante el debate #Debates2020 #Election2020 #Trump #Biden",https://www.lavozarizona.com/story/inicio/2020/09/29/donald-trump-mofa-biden-uso-mascarilla-debate/3584659001/,,,Trump critica a Biden por llevar mascarilla todo el tiempo,"""Tengo mascarilla, tengo una aquí mismo, pero no la uso como él, que cada vez que lo ves tiene una mascarilla"", dijo el presidente",,,2,2
LaVoz,LaVozArizona,126226324691,18610,2020-09-30 02:11:27 EDT,Link,1,0,1,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160187051984692,"Trump y Biden se vieron las caras por primera vez en Cleveland, en el estado clave de Ohio, donde discutieron durante más de 90 minutos seguidos. Entérate qué se dijeron #Debate2020 #Trump #Biden",https://www.lavozarizona.com/story/inicio/2020/09/29/joe-biden-llama-mentiroso-donald-trump-debate/3583094001/,,,Trump intenta desorientar a Biden en un primer debate caótico y agrio,"Trump y Biden se vieron las caras por primera vez en Cleveland, en el estado clave de Ohio, donde discutieron durante más de 90 minutos seguidos",,,2,2
LaVoz,LaVozArizona,126226324691,18600,2020-09-14 13:04:12 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160140183689692,#BernieSanders advierte que si su ex rival #JoeBiden no hace más por acercarse a los votantes hispanos corre el riesgo de quedarse corto contra #Trump,https://www.lavozarizona.com/story/inicio/2020/09/14/sanders-critica-poco-acercamiento-biden-latinos/5793499002/,,,Sanders: Biden necesita acercarse más a los hispanos,El senador advierte que si su ex rival Joe Biden no hace más por acercarse a los votantes hispanos corre el riesgo de quedarse corto vs. Trump,,,2,2
LaVoz,LaVozArizona,126226324691,18598,2020-09-08 12:00:40 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160120908874692,"#Trump insistió en que la #vacuna contra el #coronavirus estará disponible en un ""tiempo récord"", y arremetió contra #KamalaHarris por haber asegurado que no ""confiaría"" en las promesas del mandatario",https://www.lavozarizona.com/story/noticias/2020/09/08/trump-y-biden-se-acusan-de-politizar-la-futura-vacuna-de-covid-19/5745383002/,,,Trump y Biden se acusan mutuamente de politizar la futura vacuna de COVID-19,"Donald Trump acusó a Joe Biden y Kamala Harris, de socavar la confianza del público en la futura vacuna de la COVID-19 por motivos políticos.",,,2,2
LaVoz,LaVozArizona,126226324691,18594,2020-09-03 14:13:59 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160105232939692,"Dos días después del viaje del presidente #Trump a #Kenosha, #Biden planea reunirse con la familia de #JacobBlake",https://www.lavozarizona.com/story/inicio/2020/09/03/joe-biden-dura-prueba-visita-kenosha-disturbios/5705029002/,,,Joe Biden enfrenta una prueba difícil en acto en Kenosha,"Dos días después del viaje del presidente Trump a la misma ciudad, el candidato presidencial demócrata planea reunirse con la familia de Jacob Blake",,,2,2
LaVoz,LaVozArizona,126226324691,18595,2020-09-02 10:51:07 EDT,Link,2,0,0,0,0,0,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160101433214692,"La encuesta daba a #Biden una ventaja de 12 puntos en junio, y ahora le asigna el favor de 50% de los votantes, comparado con el 43% de #Trump",http://ow.ly/iSwq50BfV5A,https://www.lavozarizona.com/story/noticias/2020/09/02/biden-sigue-aventajando-trump-tras-las-convenciones/5690951002/,,Biden sigue aventajando a Trump tras las convenciones,"Las convenciones nacionales de demócratas y republicanos son historia y el candidato demócrata, Joe Biden, sigue aventajando al Donald Trump.",,,2,2
LaVoz,LaVozArizona,126226324691,18590,2020-08-28 10:00:33 EDT,Link,1,0,0,0,0,1,0,0,0,,0,0,0,N/A,https://www.facebook.com/LaVozArizona/posts/10160083390904692,"#Trump dijo que #Biden es ""débil"" y que su Presidencia amenazaría la economía, la seguridad, su ""modus vivendi"" y hasta lo más sagrado: el sueño americano.",https://www.lavozarizona.com/story/noticias/2020/08/27/trump-siembra-el-miedo-ante-una-victoria-de-biden/5653549002/,,,Trump siembra el miedo ante una victoria de Biden al aceptar su candidatura,Donald Trump utilizó su discurso de aceptación de la candidatura del Partido Republicano a la reelección para sembrar el miedo ante su rival Joe Biden,,,2,2
